0	0	0	0	
-0.999979	-0.00504001	-0.00402795	1000	
-0	0.999992	-0.00398794	1000	
0.0257055	0.653861	-0.756178	1000	
-0.589518	-0.769236	-0.246462	1000	
0.235785	-0.529095	-0.815147	1000	
0.893578	-0.263559	-0.363394	1000	
-0.79784	0.133726	-0.587851	1000	
-0.232937	0.931884	-0.278087	1000	
-0.93672	0.144139	-0.31903	1000	
-0.50413	-0.846694	0.170183	1000	
-0.345199	-0.850311	0.397252	1000	
-0.456765	-0.635672	0.622323	1000	
0.487481	-0.393908	-0.779229	1000	
0.617033	0.676849	-0.40143	1000	
0.578512	-0.109347	0.808311	1000	
0.825364	-0.525034	-0.207636	1000	
-0.895076	-0.0448242	0.443655	1000	
-0.289992	-0.545473	0.786361	1000	
-0.115014	-0.96405	0.239541	1000	
0.799934	0.407767	0.440264	1000	
-0.512494	0.842139	-0.167785	1000	
0.790005	0.157993	0.592394	1000	
-0.949281	-0.237695	-0.20583	1000	
-0.232318	0.787051	-0.571472	1000	
0.0196707	-0.192031	0.981192	1000	
-0.215969	-0.957123	-0.193061	1000	
-0.772645	-0.607534	-0.18418	1000	
0.160153	0.360413	-0.918941	1000	
0.146167	0.735274	0.661821	1000	
-0.88737	0.421111	-0.187724	1000	
0.562989	0.236482	0.791909	1000	
0.381313	0.147037	-0.912678	1000	
0.305954	-0.203793	0.929979	1000	
0.332682	-0.134113	-0.933454	1000	
0.962239	-0.269464	-0.0385391	1000	
0.959532	0.20977	-0.187871	1000	
-0.450964	-0.890337	-0.0627015	1000	
0.771192	0.631175	-0.0829533	1000	
-0.709816	0.413159	-0.570492	1000	
0.694543	0.0279395	-0.718908	1000	
-0.681549	0.533101	0.501293	1000	
0.141689	-0.729241	-0.669427	1000	
0.740351	0.393223	-0.545212	1000	
0.102756	0.825367	-0.555167	1000	
-0.583913	-0.600782	-0.545992	1000	
0.087755	-0.339651	-0.936449	1000	
0.550506	-0.795484	-0.253276	1000	
-0.837443	-0.462202	0.291648	1000	
-0.362929	-0.56593	-0.740274	1000	
0.183611	0.397081	0.89923	1000	
0.718323	-0.695701	-0.00354897	1000	
-0.432782	0.686361	0.584473	1000	
-0.501837	0.694337	-0.515805	1000	
0.170518	-0.513769	0.840812	1000	
-0.463195	0.428052	-0.776029	1000	
-0.383713	-0.812572	-0.438738	1000	
0.714166	-0.251467	-0.653247	1000	
-0.259205	0.887258	0.381557	1000	
-0	0.0813186	0.996688	1000	
-0.0363633	-0.904616	-0.424675	1000	
-0.570854	-0.308597	0.760851	1000	
0.282205	0.149795	0.947588	1000	
-0.720351	0.611914	-0.326583	1000	
-0.265891	0.960683	0.0799352	1000	
